query_id	query_length	subject_id	subject_title	subject_length	align_length	identities	pct_identity	query_coverage	subject_coverage	evalue	bitscore
Base_seq_9	5268	gi|3038019905|gb|PX095315.1|	gi|3038019905|gb|PX095315.1| Synthetic construct pTS002-ARC, complete sequence	8300	386	386	100.0	7.33	4.65	0.0	713.927
Base_seq_9	5268	gi|3038019905|gb|PX095315.1|	gi|3038019905|gb|PX095315.1| Synthetic construct pTS002-ARC, complete sequence	8300	196	195	99.49	3.72	2.36	1.29092e-92	357.524
Base_seq_10	2049	gi|2158458597|gb|OK558600.1|	gi|2158458597|gb|OK558600.1| Vector pTwist KI-Template GFP-SAMHD1, complete sequence	6097	242	242	100.0	11.81	3.97	2.86414e-120	448.01
Base_seq_10	2049	gi|354799899|gb|JN964400.1|	gi|354799899|gb|JN964400.1| Mus musculus targeted KO-first, conditional ready, lacZ-tagged mutant al	38618	226	226	100.0	11.03	0.59	2.24566e-111	418.463
Base_seq_10	2049	gi|354799899|gb|JN964400.1|	gi|354799899|gb|JN964400.1| Mus musculus targeted KO-first, conditional ready, lacZ-tagged mutant al	38618	219	218	99.54	10.69	0.57	8.13419e-106	399.997
Base_seq_10	2049	gi|354799899|gb|JN964400.1|	gi|354799899|gb|JN964400.1| Mus musculus targeted KO-first, conditional ready, lacZ-tagged mutant al	38618	219	218	99.54	10.69	0.57	8.13419e-106	399.997
Base_seq_10	2049	gi|354798909|gb|JN963410.1|	gi|354798909|gb|JN963410.1| Mus musculus targeted non-conditional, lacZ-tagged mutant allele Plekha3	37802	226	226	100.0	11.03	0.6	2.24566e-111	418.463
Base_seq_10	2049	gi|354798909|gb|JN963410.1|	gi|354798909|gb|JN963410.1| Mus musculus targeted non-conditional, lacZ-tagged mutant allele Plekha3	37802	219	218	99.54	10.69	0.58	8.13419e-106	399.997
Base_seq_10	2049	gi|354798909|gb|JN963410.1|	gi|354798909|gb|JN963410.1| Mus musculus targeted non-conditional, lacZ-tagged mutant allele Plekha3	37802	219	218	99.54	10.69	0.58	8.13419e-106	399.997
Base_seq_10	2049	gi|354791673|gb|JN956174.1|	gi|354791673|gb|JN956174.1| Mus musculus targeted non-conditional, lacZ-tagged mutant allele Oas1d:t	38288	226	226	100.0	11.03	0.59	2.24566e-111	418.463
Base_seq_10	2049	gi|354791673|gb|JN956174.1|	gi|354791673|gb|JN956174.1| Mus musculus targeted non-conditional, lacZ-tagged mutant allele Oas1d:t	38288	219	218	99.54	10.69	0.57	8.13419e-106	399.997
Base_seq_10	2049	gi|354791673|gb|JN956174.1|	gi|354791673|gb|JN956174.1| Mus musculus targeted non-conditional, lacZ-tagged mutant allele Oas1d:t	38288	219	218	99.54	10.69	0.57	8.13419e-106	399.997
Base_seq_10	2049	gi|1158446264|dbj|LC221337.1|	gi|1158446264|dbj|LC221337.1| Dual site Gateway binary vector pGWB6400-MD8-Pnos-NY2 DNA, complete se	13199	226	226	100.0	11.03	1.71	2.24566e-111	418.463
Base_seq_11	5195	gi|336455237|gb|JF796092.1|	gi|336455237|gb|JF796092.1| Reporter gene-fusion vector pFU95, complete sequence	3230	2079	2035	97.88	40.02	64.37	0.0	3570.69
Base_seq_11	5195	gi|336455237|gb|JF796092.1|	gi|336455237|gb|JF796092.1| Reporter gene-fusion vector pFU95, complete sequence	3230	826	809	97.94	15.9	25.57	0.0	1424.89
Base_seq_11	5195	gi|336455237|gb|JF796092.1|	gi|336455237|gb|JF796092.1| Reporter gene-fusion vector pFU95, complete sequence	3230	607	476	78.42	11.68	18.79	3.56426e-88	342.75
Base_seq_11	5195	gi|336455237|gb|JF796092.1|	gi|336455237|gb|JF796092.1| Reporter gene-fusion vector pFU95, complete sequence	3230	78	78	100.0	1.5	2.41	1.0788e-28	145.159
Base_seq_11	5195	gi|336455208|gb|JF796085.1|	gi|336455208|gb|JF796085.1| Reporter gene-fusion vector pFU64, complete sequence	2861	2079	2035	97.88	40.02	72.67	0.0	3570.69
Base_seq_11	5195	gi|336455208|gb|JF796085.1|	gi|336455208|gb|JF796085.1| Reporter gene-fusion vector pFU64, complete sequence	2861	607	476	78.42	11.68	21.22	3.56426e-88	342.75
Base_seq_11	5195	gi|336455208|gb|JF796085.1|	gi|336455208|gb|JF796085.1| Reporter gene-fusion vector pFU64, complete sequence	2861	78	78	100.0	1.5	2.73	1.0788e-28	145.159
Base_seq_11	5195	gi|336455208|gb|JF796085.1|	gi|336455208|gb|JF796085.1| Reporter gene-fusion vector pFU64, complete sequence	2861	78	78	100.0	1.5	2.73	1.0788e-28	145.159
Base_seq_11	5195	gi|336455205|gb|JF796084.1|	gi|336455205|gb|JF796084.1| Reporter gene-fusion vector pFU47, complete sequence	2848	2079	2035	97.88	40.02	73.0	0.0	3570.69
Base_seq_11	5195	gi|336455205|gb|JF796084.1|	gi|336455205|gb|JF796084.1| Reporter gene-fusion vector pFU47, complete sequence	2848	607	476	78.42	11.68	21.31	3.56426e-88	342.75
Base_seq_11	5195	gi|336455205|gb|JF796084.1|	gi|336455205|gb|JF796084.1| Reporter gene-fusion vector pFU47, complete sequence	2848	78	78	100.0	1.5	2.74	1.0788e-28	145.159
Base_seq_11	5195	gi|336455205|gb|JF796084.1|	gi|336455205|gb|JF796084.1| Reporter gene-fusion vector pFU47, complete sequence	2848	78	78	100.0	1.5	2.74	1.0788e-28	145.159
Base_seq_11	5195	gi|336455211|gb|JF796086.1|	gi|336455211|gb|JF796086.1| Reporter gene-fusion vector pFU78, complete sequence	2861	2079	2035	97.88	40.02	72.67	0.0	3570.69
Base_seq_11	5195	gi|336455211|gb|JF796086.1|	gi|336455211|gb|JF796086.1| Reporter gene-fusion vector pFU78, complete sequence	2861	607	476	78.42	11.68	21.22	3.56426e-88	342.75
Base_seq_11	5195	gi|336455211|gb|JF796086.1|	gi|336455211|gb|JF796086.1| Reporter gene-fusion vector pFU78, complete sequence	2861	78	78	100.0	1.5	2.73	1.0788e-28	145.159
Base_seq_11	5195	gi|336455211|gb|JF796086.1|	gi|336455211|gb|JF796086.1| Reporter gene-fusion vector pFU78, complete sequence	2861	78	78	100.0	1.5	2.73	1.0788e-28	145.159
Base_seq_11	5195	gi|336455214|gb|JF796087.1|	gi|336455214|gb|JF796087.1| Reporter gene-fusion vector pFU81, complete sequence	2875	2079	2035	97.88	40.02	72.31	0.0	3570.69
Base_seq_11	5195	gi|336455214|gb|JF796087.1|	gi|336455214|gb|JF796087.1| Reporter gene-fusion vector pFU81, complete sequence	2875	607	476	78.42	11.68	21.11	3.56426e-88	342.75
Base_seq_11	5195	gi|336455214|gb|JF796087.1|	gi|336455214|gb|JF796087.1| Reporter gene-fusion vector pFU81, complete sequence	2875	78	78	100.0	1.5	2.71	1.0788e-28	145.159
Base_seq_11	5195	gi|336455214|gb|JF796087.1|	gi|336455214|gb|JF796087.1| Reporter gene-fusion vector pFU81, complete sequence	2875	78	78	100.0	1.5	2.71	1.0788e-28	145.159
Base_seq_12	76	gi|1142720608|emb|LT726944.1|	gi|1142720608|emb|LT726944.1| Vector pMSCV-F-BirA, complete sequence	7370	51	51	100.0	67.11	0.69	9.19636e-16	95.2994
Base_seq_12	76	gi|1860248578|gb|MT612434.1|	gi|1860248578|gb|MT612434.1| Cloning vector pMSCV-syn-Gephyrin.FingR-GFP, complete sequence	7231	51	51	100.0	67.11	0.71	9.19636e-16	95.2994
Base_seq_12	76	gi|353228406|emb|HE599401.1|	gi|353228406|emb|HE599401.1| Mus musculus genomic DNA containing PreXMRV-2 complete provirus and mur	9262	51	51	100.0	67.11	0.55	9.19636e-16	95.2994
Base_seq_12	76	gi|539196017|gb|KF584044.1|	gi|539196017|gb|KF584044.1| PreXMRV-1/PreXMRV-2 recombinant clone A-a2 gag-pro-pol polyprotein gene,	2358	51	51	100.0	67.11	2.16	9.19636e-16	95.2994
Base_seq_12	76	gi|172053657|gb|EU424173.1|	gi|172053657|gb|EU424173.1| Cloning vector L087 RRI-Red, complete sequence	8215	51	51	100.0	67.11	0.62	9.19636e-16	95.2994
Base_seq_13	8219	gi|1604387587|gb|MH763823.1|	gi|1604387587|gb|MH763823.1| Expression vector pHGT-Bio, complete sequence	8011	4825	4825	100.0	58.71	60.23	0.0	8911.2
Base_seq_13	8219	gi|1604387587|gb|MH763823.1|	gi|1604387587|gb|MH763823.1| Expression vector pHGT-Bio, complete sequence	8011	464	463	99.78	5.65	5.79	0.0	852.426
Base_seq_13	8219	gi|1604387587|gb|MH763823.1|	gi|1604387587|gb|MH763823.1| Expression vector pHGT-Bio, complete sequence	8011	213	213	100.0	2.59	2.66	1.53884e-103	394.457
Base_seq_13	8219	gi|1604387587|gb|MH763823.1|	gi|1604387587|gb|MH763823.1| Expression vector pHGT-Bio, complete sequence	8011	109	106	97.25	1.33	1.36	3.62613e-40	183.939
Base_seq_13	8219	gi|1604387587|gb|MH763823.1|	gi|1604387587|gb|MH763823.1| Expression vector pHGT-Bio, complete sequence	8011	109	105	96.33	1.33	1.36	1.68708e-38	178.399
Base_seq_13	8219	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	4825	4825	100.0	58.71	80.7	0.0	8911.2
Base_seq_13	8219	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	464	463	99.78	5.65	7.76	0.0	852.426
Base_seq_13	8219	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	346	338	97.69	4.21	5.79	1.82859e-162	590.202
Base_seq_13	8219	gi|1678415828|gb|MK720606.1|	gi|1678415828|gb|MK720606.1| Expression vector pNC-ET28, complete sequence	5979	109	106	97.25	1.33	1.82	3.62613e-40	183.939
Base_seq_13	8219	gi|1350174510|gb|KY860085.1|	gi|1350174510|gb|KY860085.1| Expression vector pET28/B18R, complete sequence	6263	4825	4825	100.0	58.71	77.04	0.0	8911.2
Base_seq_13	8219	gi|1350174510|gb|KY860085.1|	gi|1350174510|gb|KY860085.1| Expression vector pET28/B18R, complete sequence	6263	464	463	99.78	5.65	7.41	0.0	852.426
Base_seq_13	8219	gi|1350174510|gb|KY860085.1|	gi|1350174510|gb|KY860085.1| Expression vector pET28/B18R, complete sequence	6263	296	296	100.0	3.6	4.73	1.11621e-149	547.729
Base_seq_13	8219	gi|1350174510|gb|KY860085.1|	gi|1350174510|gb|KY860085.1| Expression vector pET28/B18R, complete sequence	6263	109	106	97.25	1.33	1.74	3.62613e-40	183.939
Base_seq_13	8219	gi|1307993206|gb|MG356786.1|	gi|1307993206|gb|MG356786.1| Cloning vector pET28-B18R(HisTag), complete sequence	6387	4825	4825	100.0	58.71	75.54	0.0	8911.2
Base_seq_13	8219	gi|1307993206|gb|MG356786.1|	gi|1307993206|gb|MG356786.1| Cloning vector pET28-B18R(HisTag), complete sequence	6387	464	463	99.78	5.65	7.26	0.0	852.426
Base_seq_13	8219	gi|1307993206|gb|MG356786.1|	gi|1307993206|gb|MG356786.1| Cloning vector pET28-B18R(HisTag), complete sequence	6387	212	212	100.0	2.58	3.32	5.53464e-103	392.61
Base_seq_13	8219	gi|1307993206|gb|MG356786.1|	gi|1307993206|gb|MG356786.1| Cloning vector pET28-B18R(HisTag), complete sequence	6387	109	106	97.25	1.33	1.71	3.62613e-40	183.939
Base_seq_13	8219	gi|1307993206|gb|MG356786.1|	gi|1307993206|gb|MG356786.1| Cloning vector pET28-B18R(HisTag), complete sequence	6387	120	113	94.17	1.46	1.88	4.6907e-39	180.245
Base_seq_13	8219	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	4825	4825	100.0	58.71	81.57	0.0	8911.2
Base_seq_13	8219	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	464	463	99.78	5.65	7.84	0.0	852.426
Base_seq_13	8219	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	299	299	100.0	3.64	5.05	2.39914e-151	553.269
Base_seq_13	8219	gi|1272206674|gb|KY349818.1|	gi|1272206674|gb|KY349818.1| Synthetic construct Fp-131 (Fp-131) and kanamycin resistance (KanR2) ge	5915	109	106	97.25	1.33	1.84	3.62613e-40	183.939
Base_seq_15	9204	gi|1270255978|gb|MG210478.1|	gi|1270255978|gb|MG210478.1| Cloning vector pSB4K5-CadC-VHH-Caffeine, complete sequence	7413	2088	2082	99.71	22.69	28.17	0.0	3823.69
Base_seq_15	9204	gi|1270255978|gb|MG210478.1|	gi|1270255978|gb|MG210478.1| Cloning vector pSB4K5-CadC-VHH-Caffeine, complete sequence	7413	871	840	96.44	9.46	11.75	0.0	1437.81
Base_seq_15	9204	gi|1270255978|gb|MG210478.1|	gi|1270255978|gb|MG210478.1| Cloning vector pSB4K5-CadC-VHH-Caffeine, complete sequence	7413	133	132	99.25	1.45	1.79	8.5491e-57	239.338
Base_seq_15	9204	gi|1270255978|gb|MG210478.1|	gi|1270255978|gb|MG210478.1| Cloning vector pSB4K5-CadC-VHH-Caffeine, complete sequence	7413	47	47	100.0	0.51	0.63	3.27695e-11	87.9128
Base_seq_15	9204	gi|1270255978|gb|MG210478.1|	gi|1270255978|gb|MG210478.1| Cloning vector pSB4K5-CadC-VHH-Caffeine, complete sequence	7413	42	42	100.0	0.46	0.57	1.97221e-08	78.6796
Base_seq_15	9204	gi|1270255978|gb|MG210478.1|	gi|1270255978|gb|MG210478.1| Cloning vector pSB4K5-CadC-VHH-Caffeine, complete sequence	7413	40	40	100.0	0.43	0.54	2.55122e-07	74.9863
Base_seq_15	9204	gi|1779817427|gb|MN436824.1|	gi|1779817427|gb|MN436824.1| Cloning vector pSBo-4, complete sequence	4081	2088	2082	99.71	22.69	51.16	0.0	3823.69
Base_seq_15	9204	gi|1779817427|gb|MN436824.1|	gi|1779817427|gb|MN436824.1| Cloning vector pSBo-4, complete sequence	4081	871	840	96.44	9.46	21.34	0.0	1437.81
Base_seq_15	9204	gi|1779817427|gb|MN436824.1|	gi|1779817427|gb|MN436824.1| Cloning vector pSBo-4, complete sequence	4081	41	41	100.0	0.45	1.0	7.09334e-08	76.8329
Base_seq_15	9204	gi|1779817423|gb|MN436823.1|	gi|1779817423|gb|MN436823.1| Cloning vector pSBo-3, complete sequence	4081	2088	2082	99.71	22.69	51.16	0.0	3823.69
Base_seq_15	9204	gi|1779817423|gb|MN436823.1|	gi|1779817423|gb|MN436823.1| Cloning vector pSBo-3, complete sequence	4081	871	840	96.44	9.46	21.34	0.0	1437.81
Base_seq_15	9204	gi|1779817423|gb|MN436823.1|	gi|1779817423|gb|MN436823.1| Cloning vector pSBo-3, complete sequence	4081	41	41	100.0	0.45	1.0	7.09334e-08	76.8329
Base_seq_15	9204	gi|1779817415|gb|MN436821.1|	gi|1779817415|gb|MN436821.1| Cloning vector pSBo-1, complete sequence	4081	2088	2082	99.71	22.69	51.16	0.0	3823.69
Base_seq_15	9204	gi|1779817415|gb|MN436821.1|	gi|1779817415|gb|MN436821.1| Cloning vector pSBo-1, complete sequence	4081	871	840	96.44	9.46	21.34	0.0	1437.81
Base_seq_15	9204	gi|1779817415|gb|MN436821.1|	gi|1779817415|gb|MN436821.1| Cloning vector pSBo-1, complete sequence	4081	41	41	100.0	0.45	1.0	7.09334e-08	76.8329
Base_seq_15	9204	gi|1270255981|gb|MG210479.1|	gi|1270255981|gb|MG210479.1| Cloning vector pSB4K5-LexA-VHH-Caffeine, complete sequence	7056	2088	2082	99.71	22.69	29.59	0.0	3823.69
Base_seq_15	9204	gi|1270255981|gb|MG210479.1|	gi|1270255981|gb|MG210479.1| Cloning vector pSB4K5-LexA-VHH-Caffeine, complete sequence	7056	871	840	96.44	9.46	12.34	0.0	1437.81
Base_seq_15	9204	gi|1270255981|gb|MG210479.1|	gi|1270255981|gb|MG210479.1| Cloning vector pSB4K5-LexA-VHH-Caffeine, complete sequence	7056	133	132	99.25	1.45	1.88	8.5491e-57	239.338
Base_seq_15	9204	gi|1270255981|gb|MG210479.1|	gi|1270255981|gb|MG210479.1| Cloning vector pSB4K5-LexA-VHH-Caffeine, complete sequence	7056	47	47	100.0	0.51	0.67	3.27695e-11	87.9128
Base_seq_15	9204	gi|1270255981|gb|MG210479.1|	gi|1270255981|gb|MG210479.1| Cloning vector pSB4K5-LexA-VHH-Caffeine, complete sequence	7056	42	42	100.0	0.46	0.6	1.97221e-08	78.6796
Base_seq_15	9204	gi|1270255981|gb|MG210479.1|	gi|1270255981|gb|MG210479.1| Cloning vector pSB4K5-LexA-VHH-Caffeine, complete sequence	7056	40	40	100.0	0.43	0.57	2.55122e-07	74.9863
Base_seq_16	72	gi|1917459111|gb|MN232103.1|	gi|1917459111|gb|MN232103.1| MCherry and eGFP expression vector pTTC-Hsap-WT, complete sequence	6214	63	63	100.0	87.5	1.01	1.78012e-22	117.459
Base_seq_16	72	gi|1844115898|gb|MN996871.1|	gi|1844115898|gb|MN996871.1| Cloning vector sh-AFP, complete sequence	7716	63	63	100.0	87.5	0.82	1.78012e-22	117.459
Base_seq_16	72	gi|1844115902|gb|MN996873.1|	gi|1844115902|gb|MN996873.1| Cloning vector sh-PPP2CA.dna, complete sequence	7716	63	63	100.0	87.5	0.82	1.78012e-22	117.459
Base_seq_16	72	gi|2633523320|gb|OQ427864.1|	gi|2633523320|gb|OQ427864.1| Vector pLKO.1-ZsGreen1 mouse Wfs1 shRNA, complete sequence	7113	63	63	100.0	87.5	0.89	1.78012e-22	117.459
Base_seq_16	72	gi|1559905463|gb|MK318529.1|	gi|1559905463|gb|MK318529.1| Lentiviral transfer vector FUW-tetO, complete sequence	9554	63	63	100.0	87.5	0.66	1.78012e-22	117.459
Base_seq_17	6667	gi|193246595|gb|EU554316.1|	gi|193246595|gb|EU554316.1| Yeast selection vector pIS418, complete sequence	6285	3914	3913	99.97	58.71	62.28	0.0	7221.52
Base_seq_17	6667	gi|193246595|gb|EU554316.1|	gi|193246595|gb|EU554316.1| Yeast selection vector pIS418, complete sequence	6285	212	212	100.0	3.18	3.37	4.48562e-103	392.61
Base_seq_17	6667	gi|256364373|gb|DQ407930.2|	gi|256364373|gb|DQ407930.2| Cloning vector pFA6a-kanMX6-PGAL1-HBH, complete sequence	5000	3876	3875	99.97	58.14	77.52	0.0	7153.19
Base_seq_17	6667	gi|256364373|gb|DQ407930.2|	gi|256364373|gb|DQ407930.2| Cloning vector pFA6a-kanMX6-PGAL1-HBH, complete sequence	5000	242	242	100.0	3.63	4.84	9.43874e-120	448.01
Base_seq_17	6667	gi|256364373|gb|DQ407930.2|	gi|256364373|gb|DQ407930.2| Cloning vector pFA6a-kanMX6-PGAL1-HBH, complete sequence	5000	212	212	100.0	3.18	4.24	4.48562e-103	392.61
Base_seq_17	6667	gi|256364373|gb|DQ407930.2|	gi|256364373|gb|DQ407930.2| Cloning vector pFA6a-kanMX6-PGAL1-HBH, complete sequence	5000	45	45	100.0	0.67	0.9	3.06627e-10	84.2195
Base_seq_17	6667	gi|124302141|gb|EF210812.1|	gi|124302141|gb|EF210812.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VN, complete sequence	5255	3876	3875	99.97	58.14	73.76	0.0	7153.19
Base_seq_17	6667	gi|124302141|gb|EF210812.1|	gi|124302141|gb|EF210812.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VN, complete sequence	5255	245	244	99.59	3.67	4.66	9.43874e-120	448.01
Base_seq_17	6667	gi|124302141|gb|EF210812.1|	gi|124302141|gb|EF210812.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VN, complete sequence	5255	212	212	100.0	3.18	4.03	4.48562e-103	392.61
Base_seq_17	6667	gi|124302141|gb|EF210812.1|	gi|124302141|gb|EF210812.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VN, complete sequence	5255	45	45	100.0	0.67	0.86	3.06627e-10	84.2195
Base_seq_17	6667	gi|124302144|gb|EF210813.1|	gi|124302144|gb|EF210813.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VC, complete sequence	5024	3876	3875	99.97	58.14	77.15	0.0	7153.19
Base_seq_17	6667	gi|124302144|gb|EF210813.1|	gi|124302144|gb|EF210813.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VC, complete sequence	5024	498	419	84.14	7.47	9.91	9.30613e-130	481.249
Base_seq_17	6667	gi|124302144|gb|EF210813.1|	gi|124302144|gb|EF210813.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VC, complete sequence	5024	212	212	100.0	3.18	4.22	4.48562e-103	392.61
Base_seq_17	6667	gi|124302144|gb|EF210813.1|	gi|124302144|gb|EF210813.1| Yeast tagging vector pFA6a-kanMX6-pGAL1-VC, complete sequence	5024	45	45	100.0	0.67	0.9	3.06627e-10	84.2195
Base_seq_17	6667	gi|187372937|gb|EU493337.1|	gi|187372937|gb|EU493337.1| Tagging vector pFA6a-5FLAG-kanMX6, complete sequence	4312	3872	3872	100.0	58.08	89.8	0.0	7151.35
Base_seq_17	6667	gi|187372937|gb|EU493337.1|	gi|187372937|gb|EU493337.1| Tagging vector pFA6a-5FLAG-kanMX6, complete sequence	4312	242	242	100.0	3.63	5.61	9.43874e-120	448.01
Base_seq_17	6667	gi|187372937|gb|EU493337.1|	gi|187372937|gb|EU493337.1| Tagging vector pFA6a-5FLAG-kanMX6, complete sequence	4312	212	212	100.0	3.18	4.92	4.48562e-103	392.61
Base_seq_17	6667	gi|187372937|gb|EU493337.1|	gi|187372937|gb|EU493337.1| Tagging vector pFA6a-5FLAG-kanMX6, complete sequence	4312	47	47	100.0	0.7	1.09	2.37037e-11	87.9128
Base_seq_18	118	gi|2165229087|gb|OL312687.1|	gi|2165229087|gb|OL312687.1| Cloning vector pLib6.4B-Cquin_728, complete sequence	7578	71	71	100.0	60.17	0.94	1.36911e-26	132.232
Base_seq_18	118	gi|2165229716|gb|OL312690.1|	gi|2165229716|gb|OL312690.1| Cloning vector pLib6.4-Aaeg_763, complete sequence	7578	71	71	100.0	60.17	0.94	1.36911e-26	132.232
Base_seq_18	118	gi|2165230922|gb|OL312697.1|	gi|2165230922|gb|OL312697.1| Cloning vector pLib6.4B-Aalb_726, complete sequence	7578	71	71	100.0	60.17	0.94	1.36911e-26	132.232
Base_seq_18	118	gi|2165230801|gb|OL312696.1|	gi|2165230801|gb|OL312696.1| Cloning vector pLib6.4-Aalb_726, complete sequence	7578	71	71	100.0	60.17	0.94	1.36911e-26	132.232
Base_seq_18	118	gi|2165229863|gb|OL312691.1|	gi|2165229863|gb|OL312691.1| Cloning vector pLib6.4B-Aaeg_763, complete sequence	7578	71	71	100.0	60.17	0.94	1.36911e-26	132.232
Base_seq_19	2405	gi|2820057799|gb|PQ381274.1|	gi|2820057799|gb|PQ381274.1| Expression vector pPm_12, complete sequence	5067	1087	1087	100.0	45.2	21.45	0.0	2008.43
Base_seq_19	2405	gi|2820057799|gb|PQ381274.1|	gi|2820057799|gb|PQ381274.1| Expression vector pPm_12, complete sequence	5067	382	382	100.0	15.88	7.54	0.0	706.54
Base_seq_19	2405	gi|2820057799|gb|PQ381274.1|	gi|2820057799|gb|PQ381274.1| Expression vector pPm_12, complete sequence	5067	78	78	100.0	3.24	1.54	4.95311e-29	145.159
Base_seq_19	2405	gi|2820057977|gb|PQ381276.1|	gi|2820057977|gb|PQ381276.1| Expression vector pPm_34, complete sequence	5067	1087	1087	100.0	45.2	21.45	0.0	2008.43
Base_seq_19	2405	gi|2820057977|gb|PQ381276.1|	gi|2820057977|gb|PQ381276.1| Expression vector pPm_34, complete sequence	5067	382	382	100.0	15.88	7.54	0.0	706.54
Base_seq_19	2405	gi|2820057977|gb|PQ381276.1|	gi|2820057977|gb|PQ381276.1| Expression vector pPm_34, complete sequence	5067	78	78	100.0	3.24	1.54	4.95311e-29	145.159
Base_seq_19	2405	gi|2820057652|gb|PQ381272.1|	gi|2820057652|gb|PQ381272.1| Expression vector pAraBAD_23, complete sequence	4988	1087	1087	100.0	45.2	21.79	0.0	2008.43
Base_seq_19	2405	gi|2820057652|gb|PQ381272.1|	gi|2820057652|gb|PQ381272.1| Expression vector pAraBAD_23, complete sequence	4988	382	382	100.0	15.88	7.66	0.0	706.54
Base_seq_19	2405	gi|2820057652|gb|PQ381272.1|	gi|2820057652|gb|PQ381272.1| Expression vector pAraBAD_23, complete sequence	4988	78	78	100.0	3.24	1.56	4.95311e-29	145.159
Base_seq_19	2405	gi|2820057720|gb|PQ381273.1|	gi|2820057720|gb|PQ381273.1| Expression vector pAraBAD_34, complete sequence	4988	1087	1087	100.0	45.2	21.79	0.0	2008.43
Base_seq_19	2405	gi|2820057720|gb|PQ381273.1|	gi|2820057720|gb|PQ381273.1| Expression vector pAraBAD_34, complete sequence	4988	382	382	100.0	15.88	7.66	0.0	706.54
Base_seq_19	2405	gi|2820057720|gb|PQ381273.1|	gi|2820057720|gb|PQ381273.1| Expression vector pAraBAD_34, complete sequence	4988	78	78	100.0	3.24	1.56	4.95311e-29	145.159
Base_seq_19	2405	gi|2820057884|gb|PQ381275.1|	gi|2820057884|gb|PQ381275.1| Expression vector pPm_23, complete sequence	5067	1087	1087	100.0	45.2	21.45	0.0	2008.43
Base_seq_19	2405	gi|2820057884|gb|PQ381275.1|	gi|2820057884|gb|PQ381275.1| Expression vector pPm_23, complete sequence	5067	382	382	100.0	15.88	7.54	0.0	706.54
Base_seq_19	2405	gi|2820057884|gb|PQ381275.1|	gi|2820057884|gb|PQ381275.1| Expression vector pPm_23, complete sequence	5067	78	78	100.0	3.24	1.54	4.95311e-29	145.159
Base_seq_20	94	gi|2254938782|gb|MW651970.1|	gi|2254938782|gb|MW651970.1| Expression vector Dual-Inducible-Cas9-hALB, complete sequence	15365	74	73	98.65	78.72	0.48	9.77935e-27	132.232
Base_seq_20	94	gi|2254938782|gb|MW651970.1|	gi|2254938782|gb|MW651970.1| Expression vector Dual-Inducible-Cas9-hALB, complete sequence	15365	67	67	100.0	71.28	0.44	1.63643e-24	124.846
Base_seq_20	94	gi|2254938780|gb|MW651969.1|	gi|2254938780|gb|MW651969.1| Expression vector Dual-Inducible-Cas9-EFS, complete sequence	15415	74	73	98.65	78.72	0.48	9.77935e-27	132.232
Base_seq_20	94	gi|2254938780|gb|MW651969.1|	gi|2254938780|gb|MW651969.1| Expression vector Dual-Inducible-Cas9-EFS, complete sequence	15415	67	67	100.0	71.28	0.43	1.63643e-24	124.846
Base_seq_20	94	gi|2254938778|gb|MW651968.1|	gi|2254938778|gb|MW651968.1| Expression vector Dual-Inducible-Cas9-CMV, complete sequence	15206	74	73	98.65	78.72	0.49	9.77935e-27	132.232
Base_seq_20	94	gi|2254938778|gb|MW651968.1|	gi|2254938778|gb|MW651968.1| Expression vector Dual-Inducible-Cas9-CMV, complete sequence	15206	67	67	100.0	71.28	0.44	1.63643e-24	124.846
Base_seq_20	94	gi|2452515274|gb|OP948129.1|	gi|2452515274|gb|OP948129.1| tTA overexpression gene with constitutive EGFP marker in a piggyBac vec	9820	68	68	100.0	72.34	0.69	4.54989e-25	126.692
Base_seq_20	94	gi|2452515274|gb|OP948129.1|	gi|2452515274|gb|OP948129.1| tTA overexpression gene with constitutive EGFP marker in a piggyBac vec	9820	67	67	100.0	71.28	0.68	1.63643e-24	124.846
Base_seq_20	94	gi|2446490248|gb|ON637244.1|	gi|2446490248|gb|ON637244.1| Mus musculus transgenic K18-hACE2_PrlmnJ sequence	70497	68	68	100.0	72.34	0.1	4.54989e-25	126.692
